date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goals,victory,defeat,egality
1905-02-12,France,Switzerland,1,0,Friendly,Paris,France,FALSE,1,0,100,0
1908-03-08,Switzerland,France,1,2,Friendly,Geneva,Switzerland,FALSE,4,0,100,0
1908-04-05,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,FALSE,12,33,67,0
1909-04-04,Germany,Switzerland,1,0,Friendly,Karlsruhe,Germany,FALSE,13,25,75,0
1910-04-03,Switzerland,Germany,2,3,Friendly,Basel,Switzerland,FALSE,18,20,80,0
1911-01-08,Switzerland,Hungary,2,0,Friendly,Zürich,Switzerland,FALSE,20,33,67,0
1911-03-26,Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,FALSE,28,29,71,0
1911-04-23,Switzerland,France,5,2,Friendly,Geneva,Switzerland,FALSE,35,38,62,0
1911-05-07,Italy,Switzerland,2,2,Friendly,Milan,Italy,FALSE,39,33,56,11
1911-05-21,Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,FALSE,42,40,50,10
1911-10-29,Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,FALSE,51,36,55,9
1912-02-18,France,Switzerland,4,1,Friendly,Saint-Ouen,France,FALSE,56,33,58,8
1912-02-20,Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,FALSE,67,31,62,8
1912-05-05,Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,FALSE,70,29,64,7
1913-03-09,Switzerland,France,1,4,Friendly,Geneva,Switzerland,FALSE,75,27,67,7
1913-05-04,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,FALSE,78,25,69,6
1913-05-18,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,FALSE,81,29,65,6
1913-11-02,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,FALSE,83,28,67,6
1914-03-08,France,Switzerland,2,2,Friendly,Saint-Ouen,France,FALSE,87,26,63,11
1914-04-05,Italy,Switzerland,1,1,Friendly,Genoa,Italy,FALSE,89,25,60,15
1914-05-17,Switzerland,Italy,0,1,Friendly,Berne,Switzerland,FALSE,90,24,62,14
1915-01-31,Italy,Switzerland,3,1,Friendly,Turin,Italy,FALSE,94,23,64,14
1917-12-23,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,FALSE,95,22,65,13
1917-12-26,Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,FALSE,100,25,62,12
1918-05-09,Austria,Switzerland,5,1,Friendly,Vienna,Austria,FALSE,106,24,64,12
1918-05-12,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,FALSE,109,23,65,12
1920-02-29,Switzerland,France,0,2,Friendly,Geneva,Switzerland,FALSE,111,22,67,11
1920-03-28,Switzerland,Italy,3,0,Friendly,Berne,Switzerland,FALSE,114,25,64,11
1920-05-16,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,FALSE,117,28,62,10
1920-06-06,Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,FALSE,118,30,60,10
1920-06-27,Switzerland,Germany,4,1,Friendly,Zürich,Switzerland,FALSE,123,32,58,10
1921-03-06,Italy,Switzerland,2,1,Friendly,Milan,Italy,FALSE,126,31,59,9
1921-05-01,Switzerland,Austria,2,2,Friendly,St. Gallen,Switzerland,FALSE,130,30,58,12
1921-11-06,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,FALSE,132,29,56,15
1922-03-26,Germany,Switzerland,2,2,Friendly,Frankfurt am Main,Germany,FALSE,136,29,54,17
1922-06-11,Austria,Switzerland,7,1,Friendly,Vienna,Austria,FALSE,144,28,56,17
1922-06-15,Hungary,Switzerland,1,1,Friendly,Budapest,Hungary,FALSE,146,27,54,19
1922-11-19,Switzerland,Netherlands,5,0,Friendly,Berne,Switzerland,FALSE,151,29,53,18
1922-12-03,Italy,Switzerland,2,2,Friendly,Bologna,Italy,FALSE,155,28,51,21
1923-01-21,Switzerland,Austria,2,0,Friendly,Geneva,Switzerland,FALSE,157,30,50,20
1923-03-11,Switzerland,Hungary,1,6,Friendly,Lausanne,Switzerland,FALSE,164,29,51,20
1923-04-22,France,Switzerland,2,2,Friendly,Vincennes,France,FALSE,168,29,50,21
1923-06-03,Switzerland,Germany,1,2,Friendly,Basel,Switzerland,FALSE,171,28,51,21
1923-06-17,Denmark,Switzerland,3,2,Friendly,Copenhagen,Denmark,FALSE,176,27,52,20
1923-06-21,Norway,Switzerland,2,2,Friendly,Kristiania,Norway,FALSE,180,27,51,22
1923-11-25,Netherlands,Switzerland,4,1,Friendly,Amsterdam,Netherlands,FALSE,185,26,52,22
1924-03-23,Switzerland,France,3,0,Friendly,Geneva,Switzerland,FALSE,188,28,51,21
1924-04-21,Switzerland,Denmark,2,0,Friendly,Basel,Switzerland,FALSE,190,29,50,21
1924-05-18,Switzerland,Hungary,4,2,Friendly,Zürich,Switzerland,FALSE,196,31,49,20
1924-12-14,Germany,Switzerland,1,1,Friendly,Stuttgart,Germany,FALSE,198,30,48,22
1925-03-22,Austria,Switzerland,2,0,Friendly,Vienna,Austria,FALSE,200,29,49,22
1925-03-25,Hungary,Switzerland,5,0,Friendly,Budapest,Hungary,FALSE,205,29,50,21
1925-04-19,Switzerland,Netherlands,4,1,Friendly,Zürich,Switzerland,FALSE,210,30,49,21
1925-05-24,Switzerland,Belgium,0,0,Friendly,Lausanne,Switzerland,FALSE,210,30,48,22
1925-06-01,Switzerland,Spain,0,3,Friendly,Berne,Switzerland,FALSE,213,29,49,22
1925-10-25,Switzerland,Germany,0,4,Friendly,Basel,Switzerland,FALSE,217,29,50,21
1925-11-08,Switzerland,Austria,2,0,Friendly,Berne,Switzerland,FALSE,219,30,49,21
1926-03-28,Netherlands,Switzerland,5,0,Friendly,Amsterdam,Netherlands,FALSE,224,29,50,21
1926-04-18,Switzerland,Italy,1,1,Friendly,Zürich,Switzerland,FALSE,226,29,49,22
1926-04-25,France,Switzerland,1,0,Friendly,Colombes,France,FALSE,227,28,50,22
1926-05-09,Italy,Switzerland,3,2,Friendly,Milan,Italy,FALSE,232,28,51,21
1926-10-10,Austria,Switzerland,7,1,Friendly,Vienna,Austria,FALSE,240,27,52,21
1926-12-12,Germany,Switzerland,2,3,Friendly,Munich,Germany,FALSE,245,29,51,21
1927-01-30,Switzerland,Italy,1,5,Friendly,Geneva,Switzerland,FALSE,251,28,52,20
1927-04-17,Spain,Switzerland,1,0,Friendly,Santander,Spain,FALSE,252,28,52,20
1927-05-29,Switzerland,Austria,1,4,Friendly,Zürich,Switzerland,FALSE,257,27,53,20
1927-11-06,Switzerland,Sweden,2,2,Friendly,Zürich,Switzerland,FALSE,261,27,52,21
1928-01-01,Italy,Switzerland,3,2,International Cup,Genoa,Italy,FALSE,266,26,53,21
1928-03-11,Switzerland,France,4,3,Friendly,Lausanne,Switzerland,FALSE,273,28,52,20
1928-04-15,Switzerland,Germany,2,3,Friendly,Berne,Switzerland,FALSE,278,27,53,20
1928-05-06,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,FALSE,281,28,52,20
1928-08-17,Belarus,Switzerland,6,3,Friendly,Moscow,Soviet Union,TRUE,290,28,53,19
1928-10-14,Switzerland,Italy,2,3,International Cup,Zürich,Switzerland,FALSE,295,27,53,19
1928-10-28,Austria,Switzerland,2,0,International Cup,Vienna,Austria,FALSE,297,27,54,19
1928-11-01,Hungary,Switzerland,3,1,International Cup,Budapest,Hungary,FALSE,301,27,55,19
1929-02-10,Germany,Switzerland,7,1,Friendly,Mannheim,Germany,FALSE,309,26,55,18
1929-03-17,Netherlands,Switzerland,3,2,Friendly,Amsterdam,Netherlands,FALSE,314,26,56,18
1929-04-14,Switzerland,Hungary,4,5,International Cup,Berne,Switzerland,FALSE,323,26,56,18
1929-05-05,Switzerland,Czechoslovakia,1,4,International Cup,Lausanne,Switzerland,FALSE,328,25,57,18
1929-10-06,Czechoslovakia,Switzerland,5,0,International Cup,Prague,Czechoslovakia,FALSE,333,25,58,18
1929-10-27,Switzerland,Austria,1,3,International Cup,Berne,Switzerland,FALSE,337,25,58,17
1930-02-09,Italy,Switzerland,4,2,Friendly,Rome,Italy,FALSE,343,24,59,17
1930-03-23,France,Switzerland,3,3,Friendly,Colombes,France,FALSE,349,24,58,18
1930-04-13,Switzerland,Hungary,2,2,Friendly,Basel,Switzerland,FALSE,353,24,57,19
1930-05-04,Switzerland,Germany,0,5,Friendly,Zürich,Switzerland,FALSE,358,24,58,19
1930-06-15,Sweden,Switzerland,1,0,Friendly,Stockholm,Sweden,FALSE,359,23,58,19
1930-06-19,Norway,Switzerland,3,0,Friendly,Oslo,Norway,FALSE,362,23,59,18
1930-11-02,Switzerland,Netherlands,6,3,Friendly,Zürich,Switzerland,FALSE,371,24,58,18
1931-03-29,Switzerland,Italy,1,1,International Cup,Berne,Switzerland,FALSE,373,24,57,19
1931-04-12,Hungary,Switzerland,6,2,International Cup,Budapest,Hungary,FALSE,381,23,58,19
1931-05-24,Switzerland,Scotland,2,3,Friendly,Geneva,Switzerland,FALSE,386,23,58,19
1931-06-13,Czechoslovakia,Switzerland,7,3,International Cup,Prague,Czechoslovakia,FALSE,396,23,59,18
1931-06-16,Austria,Switzerland,2,0,Friendly,Vienna,Austria,FALSE,398,23,59,18
1931-11-29,Switzerland,Austria,1,8,International Cup,Basel,Switzerland,FALSE,407,22,60,18
1931-12-06,Belgium,Switzerland,2,1,Friendly,Brussels,Belgium,FALSE,410,22,60,18
1932-02-14,Italy,Switzerland,3,0,International Cup,Naples,Italy,FALSE,413,22,60,18
1932-03-06,Germany,Switzerland,2,0,Friendly,Leipzig,Germany,FALSE,415,22,61,18
1932-03-20,Switzerland,France,3,3,Friendly,Berne,Switzerland,FALSE,421,21,60,18
1932-04-17,Switzerland,Czechoslovakia,5,1,International Cup,Zürich,Switzerland,FALSE,427,22,60,18
1932-06-19,Switzerland,Hungary,3,1,International Cup,Berne,Switzerland,FALSE,431,23,59,18
1932-10-23,Austria,Switzerland,3,1,International Cup,Vienna,Austria,FALSE,435,23,59,18
1932-11-06,Switzerland,Sweden,2,1,Friendly,Basel,Switzerland,FALSE,438,24,59,18
1933-01-22,Netherlands,Switzerland,0,2,Friendly,Amsterdam,Netherlands,FALSE,440,24,58,17
1933-03-12,Switzerland,Belgium,3,3,Friendly,Zürich,Switzerland,FALSE,446,24,58,18
1933-04-02,Switzerland,Italy,0,3,International Cup,Geneva,Switzerland,FALSE,449,24,58,18
1933-05-07,Switzerland,Yugoslavia,4,1,Friendly,Zürich,Switzerland,FALSE,454,25,58,18
1933-05-20,Switzerland,England,0,4,Friendly,Berne,Switzerland,FALSE,458,24,58,18
1933-09-17,Hungary,Switzerland,3,0,International Cup,Budapest,Hungary,FALSE,461,24,58,18
1933-09-24,Yugoslavia,Switzerland,2,2,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE,465,24,58,18
1933-10-29,Switzerland,Romania,2,2,FIFA World Cup qualification,Berne,Switzerland,FALSE,469,24,57,19
1933-11-19,Switzerland,Germany,0,2,Friendly,Zürich,Switzerland,FALSE,471,23,58,19
1933-12-03,Italy,Switzerland,5,2,International Cup,Florence,Italy,FALSE,478,23,58,19
1934-03-11,France,Switzerland,0,1,Friendly,Paris,France,FALSE,479,24,58,19
1934-03-25,Switzerland,Austria,2,3,International Cup,Geneva,Switzerland,FALSE,484,24,58,18
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,TRUE,489,24,57,18
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,TRUE,494,24,58,18
1934-10-14,Switzerland,Czechoslovakia,2,2,International Cup,Geneva,Switzerland,FALSE,498,24,57,19
1934-11-04,Switzerland,Netherlands,2,4,Friendly,Berne,Switzerland,FALSE,504,24,58,19
1934-11-11,Austria,Switzerland,3,0,International Cup,Vienna,Austria,FALSE,507,24,58,18
1935-01-27,Germany,Switzerland,4,0,Friendly,Stuttgart,Germany,FALSE,511,23,58,18
1935-03-17,Czechoslovakia,Switzerland,3,1,International Cup,Prague,Czechoslovakia,FALSE,515,23,59,18
1935-04-14,Switzerland,Hungary,6,2,International Cup,Zürich,Switzerland,FALSE,523,24,58,18
1935-05-05,Switzerland,Republic of Ireland,1,0,Friendly,Basel,Switzerland,FALSE,524,24,58,18
1935-05-30,Belgium,Switzerland,2,2,Friendly,Brussels,Belgium,FALSE,528,24,57,19
1935-10-27,Switzerland,France,2,1,Friendly,Geneva,Switzerland,FALSE,531,25,57,18
1935-11-03,Switzerland,Norway,2,0,Friendly,Zürich,Switzerland,FALSE,533,25,56,18
1935-11-10,Hungary,Switzerland,6,1,Friendly,Budapest,Hungary,FALSE,540,25,57,18
1936-03-17,Republic of Ireland,Switzerland,1,0,Friendly,Dublin,Irish Free State,FALSE,541,25,57,18
1936-04-05,Switzerland,Italy,1,2,Friendly,Zürich,Switzerland,FALSE,544,25,57,18
1936-05-03,Switzerland,Spain,0,2,Friendly,Berne,Switzerland,FALSE,546,25,58,18
1936-05-24,Switzerland,Belgium,1,1,Friendly,Basel,Switzerland,FALSE,548,24,57,18
1936-06-18,Norway,Switzerland,1,2,Friendly,Oslo,Norway,FALSE,551,25,57,18
1936-06-21,Sweden,Switzerland,5,2,Friendly,Stockholm,Sweden,FALSE,558,25,57,18
1936-10-25,Italy,Switzerland,4,2,International Cup,Milan,Italy,FALSE,564,25,57,18
1936-11-08,Switzerland,Austria,1,3,International Cup,Zürich,Switzerland,FALSE,568,24,58,18
1937-02-21,Czechoslovakia,Switzerland,5,3,International Cup,Prague,Czechoslovakia,FALSE,576,24,58,18
1937-03-07,Netherlands,Switzerland,2,1,Friendly,Amsterdam,Netherlands,FALSE,579,24,58,18
1937-04-11,Switzerland,Hungary,1,5,International Cup,Basel,Switzerland,FALSE,585,24,59,17
1937-04-18,Belgium,Switzerland,1,2,Friendly,Brussels,Belgium,FALSE,588,24,58,17
1937-05-02,Switzerland,Germany,0,1,Friendly,Zürich,Switzerland,FALSE,589,24,59,17
1937-05-17,Switzerland,Republic of Ireland,0,1,Friendly,Berne,Switzerland,FALSE,590,24,59,17
1937-09-19,Austria,Switzerland,4,3,International Cup,Vienna,Austria,FALSE,597,24,59,17
1937-10-10,France,Switzerland,2,1,Friendly,Paris,France,FALSE,600,24,59,17
1937-10-31,Switzerland,Italy,2,2,International Cup,Geneva,Switzerland,FALSE,604,24,59,17
1937-11-14,Hungary,Switzerland,2,0,International Cup,Budapest,Hungary,FALSE,606,23,59,17
1938-02-06,Germany,Switzerland,1,1,Friendly,Cologne,Germany,FALSE,608,23,59,18
1938-03-13,Switzerland,Poland,3,3,Friendly,Zürich,Switzerland,FALSE,614,23,59,18
1938-04-03,Switzerland,Czechoslovakia,4,0,International Cup,Basel,Switzerland,FALSE,618,24,58,18
1938-05-01,Switzerland,Portugal,2,1,FIFA World Cup qualification,Milan,Italy,TRUE,621,24,58,18
1938-05-08,Switzerland,Belgium,0,3,Friendly,Lausanne,Switzerland,FALSE,624,24,58,18
1938-05-21,Switzerland,England,2,1,Friendly,Zürich,Switzerland,FALSE,627,25,58,18
1938-06-04,Germany,Switzerland,1,1,FIFA World Cup,Paris,France,TRUE,629,24,57,18
1938-06-09,Germany,Switzerland,2,4,FIFA World Cup,Paris,France,TRUE,635,25,57,18
1938-06-12,Hungary,Switzerland,2,0,FIFA World Cup,Lille,France,TRUE,637,25,57,18
1938-09-18,Republic of Ireland,Switzerland,4,0,Friendly,Dublin,Éire,FALSE,641,25,57,18
1938-11-06,Switzerland,Portugal,1,0,Friendly,Lausanne,Switzerland,FALSE,642,25,57,18
1938-11-20,Italy,Switzerland,2,0,Friendly,Bologna,Italy,FALSE,644,25,57,18
1939-02-12,Portugal,Switzerland,2,4,Friendly,Lisbon,Portugal,FALSE,650,25,57,18
1939-04-02,Switzerland,Hungary,3,1,Friendly,Zürich,Switzerland,FALSE,654,26,57,18
1939-05-07,Switzerland,Netherlands,2,1,Friendly,Berne,Switzerland,FALSE,657,26,56,18
1939-05-14,Belgium,Switzerland,1,2,Friendly,Liège,Belgium,FALSE,660,27,56,17
1939-06-04,Poland,Switzerland,1,1,Friendly,Warsaw,Poland,FALSE,662,27,56,18
1939-11-12,Switzerland,Italy,3,1,Friendly,Zürich,Switzerland,FALSE,666,27,55,18
1940-03-03,Italy,Switzerland,1,1,Friendly,Turin,Italy,FALSE,668,27,55,18
1940-03-31,Hungary,Switzerland,3,0,Friendly,Budapest,Hungary,FALSE,671,27,55,18
1940-04-02,Croatia,Switzerland,4,0,Friendly,Zagreb,Croatia,FALSE,675,27,55,18
1940-04-21,Switzerland,Croatia,0,1,Friendly,Berne,Switzerland,FALSE,676,26,56,18
1941-03-09,Germany,Switzerland,4,2,Friendly,Stuttgart,Germany,FALSE,682,26,56,18
1941-04-20,Switzerland,Germany,2,1,Friendly,Berne,Switzerland,FALSE,685,27,56,18
1941-11-16,Switzerland,Hungary,1,2,Friendly,Zürich,Switzerland,FALSE,688,26,56,18
1941-12-28,Spain,Switzerland,3,2,Friendly,Valencia,Spain,FALSE,693,26,56,18
1942-01-01,Portugal,Switzerland,3,0,Friendly,Lisbon,Portugal,FALSE,696,26,56,17
1942-02-01,Germany,Switzerland,1,2,Friendly,Vienna,Germany,FALSE,699,27,56,17
1942-03-08,France,Switzerland,0,2,Friendly,Marseille,France,FALSE,701,27,56,17
1942-10-18,Switzerland,Germany,3,5,Friendly,Berne,Switzerland,FALSE,709,27,56,17
1942-11-01,Hungary,Switzerland,3,0,Friendly,Budapest,Hungary,FALSE,712,27,56,17
1942-11-15,Switzerland,Sweden,3,1,Friendly,Zürich,Switzerland,FALSE,716,27,56,17
1943-04-04,Switzerland,Croatia,1,0,Friendly,Zürich,Switzerland,FALSE,717,28,56,17
1943-05-16,Switzerland,Hungary,1,3,Friendly,Geneva,Switzerland,FALSE,721,27,56,17
1943-06-14,Sweden,Switzerland,1,0,Friendly,Solna,Sweden,FALSE,722,27,56,17
1945-04-08,Switzerland,France,1,0,Friendly,Lausanne,Switzerland,FALSE,723,28,56,17
1945-05-21,Switzerland,Portugal,1,0,Friendly,Basel,Switzerland,FALSE,724,28,55,16
1945-07-21,Switzerland,England,3,1,Friendly,Berne,Switzerland,FALSE,728,28,55,16
1945-11-11,Switzerland,Italy,4,4,Friendly,Zürich,Switzerland,FALSE,736,28,55,17
1945-11-25,Switzerland,Sweden,3,0,Friendly,Geneva,Switzerland,FALSE,739,29,55,17
1946-05-11,England,Switzerland,4,1,Friendly,London,England,FALSE,744,28,55,17
1946-05-15,Scotland,Switzerland,3,1,Friendly,Glasgow,Scotland,FALSE,748,28,55,17
1946-07-07,Sweden,Switzerland,7,2,Friendly,Solna,Sweden,FALSE,757,28,55,16
1946-09-14,Czechoslovakia,Switzerland,3,2,Friendly,Prague,Czechoslovakia,FALSE,762,28,56,16
1946-11-10,Switzerland,Austria,1,0,Friendly,Berne,Switzerland,FALSE,763,28,55,16
1947-01-05,Portugal,Switzerland,2,2,Friendly,Lisbon,Portugal,FALSE,767,28,55,17
1947-04-27,Italy,Switzerland,5,2,Friendly,Florence,Italy,FALSE,774,28,55,17
1947-05-18,Switzerland,England,1,0,Friendly,Zürich,Switzerland,FALSE,775,28,55,17
1947-06-08,Switzerland,France,1,2,Friendly,Lausanne,Switzerland,FALSE,778,28,55,16
1947-09-21,Netherlands,Switzerland,6,2,Friendly,Amsterdam,Netherlands,FALSE,786,28,55,16
1947-11-02,Switzerland,Belgium,4,0,Friendly,Geneva,Switzerland,FALSE,790,29,55,16
1948-04-18,Austria,Switzerland,3,1,Friendly,Vienna,Austria,FALSE,794,28,55,16
1948-04-21,Hungary,Switzerland,7,4,International Cup,Budapest,Hungary,FALSE,805,28,56,16
1948-05-17,Switzerland,Scotland,2,1,Friendly,Berne,Switzerland,FALSE,808,29,55,16
1948-06-20,Switzerland,Spain,3,3,Friendly,Zürich,Switzerland,FALSE,814,28,55,16
1948-10-10,Switzerland,Czechoslovakia,1,1,International Cup,Basel,Switzerland,FALSE,816,28,55,17
1948-12-02,England,Switzerland,6,0,Friendly,London,England,FALSE,822,28,55,17
1948-12-05,Republic of Ireland,Switzerland,0,1,Friendly,Dublin,Éire,FALSE,823,29,55,17
1949-04-03,Switzerland,Austria,1,2,International Cup,Lausanne,Switzerland,FALSE,826,28,55,17
1949-05-26,Switzerland,Wales,4,0,Friendly,Berne,Switzerland,FALSE,830,29,55,17
1949-06-04,France,Switzerland,4,2,Friendly,Colombes,France,FALSE,836,29,55,17
1949-06-26,Switzerland,Luxembourg,5,2,FIFA World Cup qualification,Zürich,Switzerland,FALSE,843,29,55,16
1949-09-18,Luxembourg,Switzerland,2,3,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE,848,29,54,16
1949-10-02,Belgium,Switzerland,3,0,Friendly,Brussels,Belgium,FALSE,851,29,55,16
1950-03-19,Austria,Switzerland,3,3,International Cup,Vienna,Austria,FALSE,857,29,54,17
1950-04-26,Scotland,Switzerland,3,1,Friendly,Glasgow,Scotland,FALSE,861,29,55,17
1950-06-11,Switzerland,Yugoslavia,0,4,Friendly,Berne,Switzerland,FALSE,865,29,55,17
1950-06-25,Switzerland,Yugoslavia,0,3,FIFA World Cup,Belo Horizonte,Brazil,TRUE,868,29,55,16
1950-06-28,Brazil,Switzerland,2,2,FIFA World Cup,São Paulo,Brazil,FALSE,872,29,55,17
1950-07-02,Mexico,Switzerland,1,2,FIFA World Cup,Porto Alegre,Brazil,TRUE,875,29,54,17
1950-10-15,Switzerland,Netherlands,7,5,Friendly,Basel,Switzerland,FALSE,887,29,54,17
1950-11-12,Switzerland,Sweden,4,2,Friendly,Geneva,Switzerland,FALSE,893,29,54,17
1950-11-22,Germany,Switzerland,1,0,Friendly,Stuttgart,Germany,FALSE,894,29,54,17
1951-02-18,Spain,Switzerland,6,3,Friendly,Madrid,Spain,FALSE,903,29,54,16
1951-04-15,Switzerland,Germany,2,3,Friendly,Zürich,Switzerland,FALSE,908,29,55,16
1951-05-16,Wales,Switzerland,3,2,Friendly,Wrexham,Wales,FALSE,913,29,55,16
1951-06-24,Yugoslavia,Switzerland,7,3,Friendly,Belgrade,Yugoslavia,FALSE,923,29,55,16
1951-10-14,Switzerland,France,1,2,Friendly,Geneva,Switzerland,FALSE,926,29,55,16
1951-11-25,Switzerland,Italy,1,1,International Cup,Lugano,Switzerland,FALSE,928,29,55,17
1952-05-28,Switzerland,England,0,3,Friendly,Zürich,Switzerland,FALSE,931,28,55,16
1952-06-01,Turkey,Switzerland,1,5,Friendly,Ankara,Turkey,FALSE,937,29,55,16
1952-06-22,Switzerland,Austria,1,1,Friendly,Geneva,Switzerland,FALSE,939,29,55,17
1952-09-20,Switzerland,Hungary,2,4,International Cup,Berne,Switzerland,FALSE,945,29,55,17
1952-11-09,Germany,Switzerland,5,1,Friendly,Augsburg,Germany,FALSE,951,28,55,17
1952-12-28,Italy,Switzerland,2,0,International Cup,Palermo,Italy,FALSE,953,28,55,17
1953-03-22,Netherlands,Switzerland,1,2,Friendly,Amsterdam,Netherlands,FALSE,956,29,55,16
1953-05-25,Switzerland,Turkey,1,2,Friendly,Berne,Switzerland,FALSE,959,28,55,16
1953-06-27,Switzerland,Denmark,1,4,Friendly,Basel,Switzerland,FALSE,964,28,55,16
1953-09-20,Czechoslovakia,Switzerland,5,0,International Cup,Prague,Czechoslovakia,FALSE,969,28,56,16
1953-11-11,France,Switzerland,2,4,Friendly,Colombes,France,FALSE,975,29,55,16
1953-11-22,Switzerland,Belgium,2,2,Friendly,Zürich,Switzerland,FALSE,979,28,55,17
1954-04-25,Switzerland,Germany,3,5,Friendly,Basel,Switzerland,FALSE,987,28,55,16
1954-05-23,Switzerland,Uruguay,3,3,Friendly,Lausanne,Switzerland,FALSE,993,28,55,17
1954-05-30,Switzerland,Netherlands,3,1,Friendly,Zürich,Switzerland,FALSE,997,28,55,17
1954-06-16,Austria,Scotland,1,0,FIFA World Cup,Zürich,Switzerland,TRUE,998,28,55,17
1954-06-16,Brazil,Mexico,5,0,FIFA World Cup,Geneva,Switzerland,TRUE,1003,28,55,17
1954-06-16,Czechoslovakia,Uruguay,0,2,FIFA World Cup,Berne,Switzerland,TRUE,1005,29,55,17
