date;home_team;away_team;home_score;away_score;tournament;city;country;neutral;goals;victory;defeat;egality
31.03.04;Greece;Switzerland;1;0;Friendly;Heraklion;Greece;FALSE;2206;0;0;0
28.04.04;Switzerland;Slovenia;2;1;Friendly;Geneva;Switzerland;FALSE;2209;0;0;0
02.06.04;Switzerland;Germany;0;2;Friendly;Basel;Switzerland;FALSE;2214;0;0;0
06.06.04;Switzerland;Liechtenstein;1;0;Friendly;Zurich;Switzerland;FALSE;2215;0;0;0
13.06.04;Switzerland;Croatia;0;0;UEFA Euro;Leiria;Portugal;TRUE;2215;0;0;0
17.06.04;England;Switzerland;3;0;UEFA Euro;Coimbra;Portugal;TRUE;2218;0;0;0
21.06.04;Switzerland;France;1;3;UEFA Euro;Coimbra;Portugal;TRUE;2222;0;0;0
18.08.04;Switzerland;Northern Ireland;0;0;Friendly;Zurich;Switzerland;FALSE;2222;0;0;0
04.09.04;Switzerland;Faroe Islands;6;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2228;0;0;0
08.09.04;Switzerland;Republic of Ireland;1;1;FIFA World Cup qualification;Basel;Switzerland;FALSE;2230;0;0;0
09.10.04;Israel;Switzerland;2;2;FIFA World Cup qualification;Ramat-Gan;Israel;FALSE;2234;0;0;0
09.02.05;United Arab Emirates;Switzerland;1;2;Friendly;Dubai;United Arab Emirates;FALSE;2237;0;0;0
26.03.05;France;Switzerland;0;0;FIFA World Cup qualification;Saint-Denis;France;FALSE;2237;0;0;0
30.03.05;Switzerland;Cyprus;1;0;FIFA World Cup qualification;Zurich;Switzerland;FALSE;2238;0;0;0
04.06.05;Faroe Islands;Switzerland;1;3;FIFA World Cup qualification;Toftir;Faroe Islands;FALSE;2242;0;0;0
17.08.05;Norway;Switzerland;0;2;Friendly;Oslo;Norway;FALSE;2246;0;0;0
03.09.05;Switzerland;Israel;1;1;FIFA World Cup qualification;Basel;Switzerland;FALSE;2248;0;0;0
07.09.05;Cyprus;Switzerland;1;3;FIFA World Cup qualification;Nicosia;Cyprus;FALSE;2252;0;0;0
08.10.05;Switzerland;France;1;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;2254;0;0;0
12.10.05;Republic of Ireland;Switzerland;0;0;FIFA World Cup qualification;Dublin;Republic of Ireland;FALSE;2254;0;0;0
12.11.05;Switzerland;Turkey;2;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;2261;0;0;0
16.11.05;Turkey;Switzerland;4;2;FIFA World Cup qualification;Istanbul;Turkey;FALSE;2269;0;0;0
01.03.06;Scotland;Switzerland;1;3;Friendly;Glasgow;Scotland;FALSE;2278;0;0;0
31.05.06;Switzerland;Italy;1;1;Friendly;Geneva;Switzerland;FALSE;2282;0;0;0
03.06.06;Switzerland;China PR;4;1;Friendly;Zurich;Switzerland;FALSE;2287;0;0;0
13.06.06;France;Switzerland;0;0;FIFA World Cup;Stuttgart;Germany;TRUE;2297;0;0;0
19.06.06;Togo;Switzerland;0;2;FIFA World Cup;Dortmund;Germany;TRUE;2299;0;0;0
23.06.06;Switzerland;South Korea;2;0;FIFA World Cup;Hanover;Germany;TRUE;2301;0;0;0
26.06.06;Switzerland;Ukraine;0;0;FIFA World Cup;Cologne;Germany;TRUE;2301;0;0;0
16.08.06;Liechtenstein;Switzerland;0;3;Friendly;Vaduz;Liechtenstein;FALSE;2304;0;0;0
02.09.06;Switzerland;Venezuela;1;0;Friendly;Basel;Switzerland;FALSE;2309;0;0;0
06.09.06;Switzerland;Costa Rica;2;0;Friendly;Geneva;Switzerland;FALSE;2312;0;0;0
11.10.06;Austria;Switzerland;2;1;Friendly;Innsbruck;Austria;FALSE;2315;0;0;0
15.11.06;Switzerland;Brazil;1;2;Friendly;Basel;Switzerland;FALSE;2318;0;0;0
07.02.07;Germany;Switzerland;3;1;Friendly;Dusseldorf;Germany;FALSE;2322;0;0;0
22.03.07;Jamaica;Switzerland;0;2;Friendly;Fort Lauderdale;United States;TRUE;2324;0;0;0
25.03.07;Colombia;Switzerland;3;1;Friendly;Miami;United States;TRUE;2328;0;0;0
02.06.07;Switzerland;Argentina;1;1;Friendly;Basel;Switzerland;FALSE;2330;0;0;0
22.08.07;Switzerland;Netherlands;2;1;Friendly;Geneva;Switzerland;FALSE;2333;0;0;0
07.09.07;Switzerland;Chile;2;1;Friendly;Vienna;Austria;TRUE;2336;0;0;0
11.09.07;Switzerland;Japan;3;4;Friendly;Klagenfurt;Austria;TRUE;2343;0;0;0
13.10.07;Switzerland;Austria;3;1;Friendly;Zurich;Switzerland;FALSE;2347;0;0;0
17.10.07;Switzerland;United States;0;1;Friendly;Basel;Switzerland;FALSE;2348;0;0;0
20.11.07;Switzerland;Nigeria;0;1;Friendly;Zurich;Switzerland;FALSE;2349;0;0;0
06.02.08;England;Switzerland;2;1;Friendly;London;England;FALSE;2352;0;0;0
26.03.08;Switzerland;Germany;0;4;Friendly;Basel;Switzerland;FALSE;2360;0;0;0
24.05.08;Switzerland;Slovakia;2;0;Friendly;Lugano;Switzerland;FALSE;2362;0;0;0
30.05.08;Switzerland;Liechtenstein;3;0;Friendly;St. Gallen;Switzerland;FALSE;2365;0;0;0
07.06.08;Switzerland;Czech Republic;0;1;UEFA Euro;Basel;Switzerland;FALSE;2368;0;0;0
11.06.08;Switzerland;Turkey;1;2;UEFA Euro;Basel;Switzerland;FALSE;2378;0;0;0
15.06.08;Switzerland;Portugal;2;0;UEFA Euro;Basel;Switzerland;FALSE;2387;0;0;0
20.08.08;Switzerland;Cyprus;4;1;Friendly;Geneva;Switzerland;FALSE;2417;0;0;0
06.09.08;Israel;Switzerland;2;2;FIFA World Cup qualification;Ramat-Gan;Israel;FALSE;2421;0;0;0
10.09.08;Switzerland;Luxembourg;1;2;FIFA World Cup qualification;Zurich;Switzerland;FALSE;2424;0;0;0
11.10.08;Switzerland;Latvia;2;1;FIFA World Cup qualification;St. Gallen;Switzerland;FALSE;2427;0;0;0
15.10.08;Greece;Switzerland;1;2;FIFA World Cup qualification;Athens;Greece;FALSE;2430;0;0;0
19.11.08;Switzerland;Finland;1;0;Friendly;St. Gallen;Switzerland;FALSE;2431;0;0;0
11.02.09;Switzerland;Bulgaria;1;1;Friendly;Geneva;Switzerland;FALSE;2433;0;0;0
28.03.09;Moldova;Switzerland;0;2;FIFA World Cup qualification;Chișinău;Moldova;FALSE;2435;0;0;0
01.04.09;Switzerland;Moldova;2;0;FIFA World Cup qualification;Geneva;Switzerland;FALSE;2439;0;0;0
12.08.09;Switzerland;Italy;0;0;Friendly;Basel;Switzerland;FALSE;2439;0;0;0
05.09.09;Switzerland;Greece;2;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2441;0;0;0
09.09.09;Latvia;Switzerland;2;2;FIFA World Cup qualification;Riga;Latvia;FALSE;2445;0;0;0
10.10.09;Luxembourg;Switzerland;0;3;FIFA World Cup qualification;Luxembourg;Luxembourg;FALSE;2448;0;0;0
14.10.09;Switzerland;Israel;0;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2448;0;0;0
14.11.09;Switzerland;Norway;0;1;Friendly;Geneva;Switzerland;FALSE;2449;0;0;0
03.03.10;Switzerland;Uruguay;1;3;Friendly;St. Gallen;Switzerland;FALSE;2453;0;0;0
01.06.10;Switzerland;Costa Rica;0;1;Friendly;Sion;Switzerland;FALSE;2455;0;0;0
05.06.10;Switzerland;Italy;1;1;Friendly;Geneva;Switzerland;FALSE;2461;0;0;0
16.06.10;Spain;Switzerland;0;1;FIFA World Cup;Durban;South Africa;TRUE;2462;0;0;0
21.06.10;Chile;Switzerland;1;0;FIFA World Cup;Port Elizabeth;South Africa;TRUE;2463;0;0;0
25.06.10;Switzerland;Honduras;0;0;FIFA World Cup;Bloemfontein;South Africa;TRUE;2463;0;0;0
11.08.10;Austria;Switzerland;0;1;Friendly;Klagenfurt;Austria;FALSE;2464;0;0;0
03.09.10;Switzerland;Australia;0;0;Friendly;St. Gallen;Switzerland;FALSE;2464;0;0;0
07.09.10;Switzerland;England;1;3;UEFA Euro qualification;Basel;Switzerland;FALSE;2468;0;0;0
08.10.10;Montenegro;Switzerland;1;0;UEFA Euro qualification;Podgorica;Montenegro;FALSE;2469;0;0;0
12.10.10;Switzerland;Wales;4;1;UEFA Euro qualification;Basel;Switzerland;FALSE;2474;0;0;0
17.11.10;Switzerland;Ukraine;2;2;Friendly;Geneva;Switzerland;FALSE;2478;0;0;0
09.02.11;Malta;Switzerland;0;0;Friendly;Attard;Malta;FALSE;2481;0;0;0
26.03.11;Bulgaria;Switzerland;0;0;UEFA Euro qualification;Sofia;Bulgaria;FALSE;2481;0;0;0
04.06.11;England;Switzerland;2;2;UEFA Euro qualification;London;England;FALSE;2485;0;0;0
10.08.11;Liechtenstein;Switzerland;1;2;Friendly;Vaduz;Liechtenstein;FALSE;2495;0;0;0
06.09.11;Switzerland;Bulgaria;3;1;UEFA Euro qualification;Basel;Switzerland;FALSE;2504;0;0;0
07.10.11;Wales;Switzerland;2;0;UEFA Euro qualification;Swansea;Wales;FALSE;2506;0;0;0
11.10.11;Switzerland;Montenegro;2;0;UEFA Euro qualification;Basel;Switzerland;FALSE;2508;0;0;0
11.11.11;Netherlands;Switzerland;0;0;Friendly;Amsterdam;Netherlands;FALSE;2508;0;0;0
15.11.11;Luxembourg;Switzerland;0;1;Friendly;Luxembourg;Luxembourg;FALSE;2509;0;0;0
29.02.12;Switzerland;Argentina;1;3;Friendly;Berne;Switzerland;FALSE;2516;0;0;0
26.05.12;Switzerland;Germany;5;3;Friendly;Basel;Switzerland;FALSE;2526;0;0;0
30.05.12;Switzerland;Romania;0;1;Friendly;Lucerne;Switzerland;FALSE;2532;0;0;0
15.08.12;Croatia;Switzerland;2;4;Friendly;Split;Croatia;FALSE;2541;0;0;0
07.09.12;Slovenia;Switzerland;0;2;FIFA World Cup qualification;Ljubljana;Slovenia;FALSE;2546;0;0;0
11.09.12;Switzerland;Albania;2;0;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;2548;0;0;0
12.10.12;Switzerland;Norway;1;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;2550;0;0;0
16.10.12;Iceland;Switzerland;0;2;FIFA World Cup qualification;Reykjavík;Iceland;FALSE;2552;0;0;0
14.11.12;Tunisia;Switzerland;1;2;Friendly;Sousse;Tunisia;FALSE;2559;0;0;0
06.02.13;Greece;Switzerland;0;0;Friendly;Piraeus;Greece;FALSE;2559;0;0;0
23.03.13;Cyprus;Switzerland;0;0;FIFA World Cup qualification;Nicosia;Cyprus;FALSE;2563;0;0;0
08.06.13;Switzerland;Cyprus;1;0;FIFA World Cup qualification;Geneva;Switzerland;FALSE;2564;0;0;0
14.08.13;Switzerland;Brazil;1;0;Friendly;Basel;Switzerland;FALSE;2566;0;0;0
06.09.13;Switzerland;Iceland;4;4;FIFA World Cup qualification;Berne;Switzerland;FALSE;2574;0;0;0
10.09.13;Norway;Switzerland;0;2;FIFA World Cup qualification;Oslo;Norway;FALSE;2576;0;0;0
11.10.13;Albania;Switzerland;1;2;FIFA World Cup qualification;Tirana;Albania;FALSE;2583;0;0;0
15.10.13;Switzerland;Slovenia;1;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;2584;0;0;0
15.11.13;South Korea;Switzerland;2;1;Friendly;Seoul;South Korea;FALSE;2587;0;0;0
05.03.14;Switzerland;Croatia;2;2;Friendly;St. Gallen;Switzerland;FALSE;2591;0;0;0
30.05.14;Switzerland;Jamaica;1;0;Friendly;Lucerne;Switzerland;FALSE;2603;0;0;0
03.06.14;Switzerland;Peru;2;0;Friendly;Lucerne;Switzerland;FALSE;2611;0;0;0
15.06.14;Switzerland;Ecuador;2;1;FIFA World Cup;Brasília;Brazil;TRUE;2617;0;0;0
20.06.14;Switzerland;France;2;5;FIFA World Cup;Salvador;Brazil;TRUE;2624;0;0;0
25.06.14;Honduras;Switzerland;0;3;FIFA World Cup;Manaus;Brazil;TRUE;2627;0;0;0
01.07.14;Argentina;Switzerland;1;0;FIFA World Cup;São Paulo;Brazil;TRUE;2628;0;0;0
08.09.14;Switzerland;England;0;2;UEFA Euro qualification;Basel;Switzerland;FALSE;2630;0;0;0
09.10.14;Slovenia;Switzerland;1;0;UEFA Euro qualification;Maribor;Slovenia;FALSE;2631;0;0;0
14.10.14;San Marino;Switzerland;0;4;UEFA Euro qualification;Serravalle;San Marino;FALSE;2635;0;0;0
15.11.14;Switzerland;Lithuania;4;0;UEFA Euro qualification;St. Gallen;Switzerland;FALSE;2639;0;0;0
27.03.15;Switzerland;Estonia;3;0;UEFA Euro qualification;Lucerne;Switzerland;FALSE;2642;0;0;0
31.03.15;Switzerland;United States;1;1;Friendly;Zurich;Switzerland;FALSE;2644;0;0;0
10.06.15;Switzerland;Liechtenstein;3;0;Friendly;Thun;Switzerland;FALSE;2647;0;0;0
14.06.15;Lithuania;Switzerland;1;2;UEFA Euro qualification;Vilnius;Lithuania;FALSE;2650;0;0;0
05.09.15;Switzerland;Slovenia;3;2;UEFA Euro qualification;Basel;Switzerland;FALSE;2656;0;0;0
08.09.15;England;Switzerland;2;0;UEFA Euro qualification;London;England;FALSE;2658;0;0;0
09.10.15;Switzerland;San Marino;7;0;UEFA Euro qualification;St. Gallen;Switzerland;FALSE;2665;0;0;0
12.10.15;Estonia;Switzerland;0;1;UEFA Euro qualification;Tallinn;Estonia;FALSE;2666;0;0;0
13.11.15;Slovakia;Switzerland;3;2;Friendly;Trnava;Slovakia;FALSE;2671;0;0;0
17.11.15;Austria;Switzerland;1;2;Friendly;Vienna;Austria;FALSE;2674;0;0;0
25.03.16;Republic of Ireland;Switzerland;1;0;Friendly;Dublin;Republic of Ireland;FALSE;2675;0;0;0
29.03.16;Switzerland;Bosnia and Herzegovina;0;2;Friendly;Zurich;Switzerland;FALSE;2677;0;0;0
28.05.16;Switzerland;Belgium;1;2;Friendly;Geneva;Switzerland;FALSE;2680;0;0;0
03.06.16;Switzerland;Moldova;2;1;Friendly;Lugano;Switzerland;FALSE;2687;0;0;0
11.06.16;Albania;Switzerland;0;1;UEFA Euro;Lens;France;TRUE;2688;0;0;0
15.06.16;Romania;Switzerland;1;1;UEFA Euro;Paris;France;TRUE;2690;0;0;0
19.06.16;France;Switzerland;0;0;UEFA Euro;Villeneuve-d'Ascq;France;FALSE;2690;0;0;0
25.06.16;Switzerland;Poland;1;1;UEFA Euro;Saint-Étienne;France;TRUE;2692;0;0;0
06.09.16;Switzerland;Portugal;2;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2699;0;0;0
07.10.16;Hungary;Switzerland;2;3;FIFA World Cup qualification;Budapest;Hungary;FALSE;2704;0;0;0
10.10.16;Andorra;Switzerland;1;2;FIFA World Cup qualification;Sant Julià de Lòria;Andorra;FALSE;2707;0;0;0
13.11.16;Switzerland;Faroe Islands;2;0;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;2709;0;0;0
25.03.17;Switzerland;Latvia;1;0;FIFA World Cup qualification;Geneva;Switzerland;FALSE;2710;0;0;0
01.06.17;Switzerland;Belarus;1;0;Friendly;Neuchâtel;Switzerland;FALSE;2711;0;0;0
09.06.17;Faroe Islands;Switzerland;0;2;FIFA World Cup qualification;Tórshavn;Faroe Islands;FALSE;2713;0;0;0
31.08.17;Switzerland;Andorra;3;0;FIFA World Cup qualification;St. Gallen;Switzerland;FALSE;2716;0;0;0
03.09.17;Latvia;Switzerland;0;3;FIFA World Cup qualification;Riga;Latvia;FALSE;2719;0;0;0
07.10.17;Switzerland;Hungary;5;2;FIFA World Cup qualification;Basel;Switzerland;FALSE;2726;0;0;0
10.10.17;Portugal;Switzerland;2;0;FIFA World Cup qualification;Lisbon;Portugal;FALSE;2732;0;0;0
09.11.17;Northern Ireland;Switzerland;0;1;FIFA World Cup qualification;Belfast;Northern Ireland;FALSE;2733;0;0;0
12.11.17;Switzerland;Northern Ireland;0;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2733;0;0;0
23.03.18;Greece;Switzerland;0;1;Friendly;Athens;Greece;FALSE;2734;0;0;0
27.03.18;Switzerland;Panama;6;0;Friendly;Lucerne;Switzerland;FALSE;2747;0;0;0
03.06.18;Spain;Switzerland;1;1;Friendly;Vila-real;Spain;FALSE;2762;0;0;0
08.06.18;Switzerland;Japan;2;0;Friendly;Lugano;Switzerland;FALSE;2767;0;0;0
17.06.18;Brazil;Switzerland;1;1;FIFA World Cup;Rostov-on-Don;Russia;TRUE;2769;0;0;0
22.06.18;Serbia;Switzerland;1;2;FIFA World Cup;Kaliningrad;Russia;TRUE;2772;0;0;0
27.06.18;Switzerland;Costa Rica;2;2;FIFA World Cup;Nizhny Novgorod;Russia;TRUE;2776;0;0;0
03.07.18;Sweden;Switzerland;1;0;FIFA World Cup;Saint Petersburg;Russia;TRUE;2777;0;0;0
08.09.18;Switzerland;Iceland;6;0;UEFA Nations League;St. Gallen;Switzerland;FALSE;2783;0;0;0
11.09.18;England;Switzerland;1;0;Friendly;London;England;FALSE;2784;0;0;0
12.10.18;Belgium;Switzerland;2;1;UEFA Nations League;Brussels;Belgium;FALSE;2787;0;0;0
15.10.18;Iceland;Switzerland;1;2;UEFA Nations League;Reykjavík;Iceland;FALSE;2790;0;0;0
14.11.18;Switzerland;Qatar;0;1;Friendly;Lugano;Switzerland;FALSE;2791;0;0;0
18.11.18;Switzerland;Belgium;5;2;UEFA Nations League;Lucerne;Switzerland;FALSE;2798;0;0;0
23.03.19;Georgia;Switzerland;0;2;UEFA Euro qualification;Tbilisi;Georgia;FALSE;2800;0;0;0
26.03.19;Switzerland;Denmark;3;3;UEFA Euro qualification;Basel;Switzerland;FALSE;2806;0;0;0
05.06.19;Portugal;Switzerland;3;1;UEFA Nations League;Porto;Portugal;FALSE;2810;0;0;0
09.06.19;Switzerland;England;0;0;UEFA Nations League;Guimarães;Portugal;TRUE;2810;0;0;0
05.09.19;Republic of Ireland;Switzerland;1;1;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE;2812;0;0;0
08.09.19;Switzerland;Gibraltar;4;0;UEFA Euro qualification;Sion;Switzerland;FALSE;2816;0;0;0
12.10.19;Denmark;Switzerland;1;0;UEFA Euro qualification;Copenhagen;Denmark;FALSE;2817;0;0;0
15.10.19;Switzerland;Republic of Ireland;2;0;UEFA Euro qualification;Geneva;Switzerland;FALSE;2819;0;0;0
15.11.19;Switzerland;Georgia;1;0;UEFA Euro qualification;St. Gallen;Switzerland;FALSE;2820;0;0;0
18.11.19;Gibraltar;Switzerland;1;6;UEFA Euro qualification;Gibraltar;Gibraltar;FALSE;2827;0;0;0
03.09.20;Ukraine;Switzerland;2;1;UEFA Nations League;Lviv;Ukraine;FALSE;2830;0;0;0
06.09.20;Switzerland;Germany;1;1;UEFA Nations League;Basel;Switzerland;FALSE;2832;0;0;0
07.10.20;Switzerland;Croatia;1;2;Friendly;St. Gallen;Switzerland;FALSE;2835;0;0;0
10.10.20;Spain;Switzerland;1;0;UEFA Nations League;Madrid;Spain;FALSE;2836;0;0;0
13.10.20;Germany;Switzerland;3;3;UEFA Nations League;Cologne;Germany;FALSE;2842;0;0;0
11.11.20;Belgium;Switzerland;2;1;Friendly;Leuven;Belgium;FALSE;2845;0;0;0
14.11.20;Switzerland;Spain;1;1;UEFA Nations League;Basel;Switzerland;FALSE;2847;0;0;0
17.11.20;Switzerland;Ukraine;3;0;UEFA Nations League;Lucerne;Switzerland;FALSE;2850;0;0;0
25.03.21;Bulgaria;Switzerland;1;3;FIFA World Cup qualification;Sofia;Bulgaria;FALSE;2854;0;0;0
28.03.21;Switzerland;Lithuania;1;0;FIFA World Cup qualification;St. Gallen;Switzerland;FALSE;2855;0;0;0
31.03.21;Switzerland;Finland;3;2;Friendly;St. Gallen;Switzerland;FALSE;2860;0;0;0
30.05.21;Switzerland;United States;2;1;Friendly;St. Gallen;Switzerland;FALSE;2863;0;0;0
03.06.21;Switzerland;Liechtenstein;7;0;Friendly;St. Gallen;Switzerland;FALSE;2870;0;0;0
12.06.21;Wales;Switzerland;1;1;UEFA Euro;Cardiff;Wales;FALSE;2872;0;0;0
16.06.21;Italy;Switzerland;3;0;UEFA Euro;Rome;Italy;FALSE;2875;0;0;0
20.06.21;Switzerland;Turkey;3;1;UEFA Euro;Baku;Azerbaijan;TRUE;2879;0;0;0
28.06.21;France;Switzerland;3;3;UEFA Euro;Bucharest;Romania;TRUE;2885;0;0;0
02.07.21;Switzerland;Spain;1;1;UEFA Euro;Saint Petersburg;Russia;TRUE;2887;0;0;0
01.09.21;Switzerland;Greece;2;1;Friendly;Basel;Switzerland;FALSE;2890;0;0;0
05.09.21;Switzerland;Italy;0;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2892;0;0;0
08.09.21;Northern Ireland;Switzerland;0;0;FIFA World Cup qualification;Belfast;Northern Ireland;FALSE;2892;0;0;0
09.10.21;Switzerland;Northern Ireland;2;0;FIFA World Cup qualification;Geneva;Switzerland;FALSE;2894;0;0;0
12.10.21;Lithuania;Switzerland;0;4;FIFA World Cup qualification;Vilnius;Lithuania;FALSE;2898;0;0;0
12.11.21;Italy;Switzerland;1;1;FIFA World Cup qualification;Rome;Italy;FALSE;2900;0;0;0
15.11.21;Switzerland;Bulgaria;4;0;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;2904;0;0;0